source,structure,structure_type,layer_id,layer_weight,layer_number,layer_minimum_thickness_mm,layer_load_bearing_thickness_mm,layer_tag,structure_material,layer_notes
ETOL_1970,DH_BF_concrete_100,base_floor,576,1,-1,0,,interior finish,wood,boarding
ETOL_1970,AB_SF_concrete_b,separating_floor,577,1,0,265,,load-bearing structure,hollow-core concrete,
ETOL_1970,AB_SF_concrete_b,separating_floor,578,1,1,0,,exterior finish,none,
ETOL_1970,AB_SF_concrete_b,separating_floor,579,1,-1,0,,interior finish,none,
ETOL_1970,AB_SF_concrete,separating_floor,580,1,0,190,,load-bearing structure,reinforced concrete,
ETOL_1970,AB_SF_concrete,separating_floor,581,1,1,0,,exterior finish,none,
ETOL_1970,AB_SF_concrete,separating_floor,582,1,-1,0,,interior finish,none,
ETOL_1970,AB_R_concrete_b,roof,583,1,0,200,,thermal insulation,mineral wool,
ETOL_1970,AB_R_concrete_b,roof,584,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
ETOL_1970,AB_R_concrete_b,roof,585,0.875,1,200,,ventilation space,ventilation space,
ETOL_1970,AB_R_concrete_b,roof,586,1,2,22,,boarding,wood,
ETOL_1970,AB_R_concrete_b,roof,587,1,3,0,,exterior finish,none,
ETOL_1970,AB_R_concrete_b,roof,588,1,-1,265,,load-bearing structure,hollow-core concrete,
ETOL_1970,AB_R_concrete_b,roof,589,1,-2,0,,interior finish,none,
ETOL_1970,AB_R_concrete,roof,590,1,0,310,,thermal insulation,expanded clay aggregate,
ETOL_1970,AB_R_concrete,roof,591,1,1,0,,exterior finish,none,
ETOL_1970,AB_R_concrete,roof,592,1,-1,160,,load-bearing structure,reinforced concrete,
ETOL_1970,AB_R_concrete,roof,593,1,-2,0,,interior finish,none,
ETOL_1970,AB_PW_concrete,partition_wall,594,1,0,70,160,load-bearing structure,reinforced concrete,
ETOL_1970,AB_PW_concrete,partition_wall,595,1,1,0,,exterior finish,none,
ETOL_1970,AB_PW_concrete,partition_wall,596,1,-1,0,,interior finish,none,
ETOL_1970,AB_EW_concrete_b,exterior_wall,597,1,0,90,,thermal insulation,mineral wool,
ETOL_1970,AB_EW_concrete_b,exterior_wall,598,1,1,60,,exterior finish,reinforced concrete,
ETOL_1970,AB_EW_concrete_b,exterior_wall,599,1,-1,70,160,load-bearing structure,reinforced concrete,
ETOL_1970,AB_EW_concrete_b,exterior_wall,600,1,-2,0,,interior finish,none,
ETOL_1970,AB_EW_concrete,exterior_wall,601,1,0,120,,thermal insulation,mineral wool,
ETOL_1970,AB_EW_concrete,exterior_wall,602,1,1,60,,exterior finish,reinforced concrete,
ETOL_1970,AB_EW_concrete,exterior_wall,603,1,-1,70,160,load-bearing structure,reinforced concrete,
ETOL_1970,AB_EW_concrete,exterior_wall,604,1,-2,0,,interior finish,none,
ETOL_1970,AB_BF_concrete_b,base_floor,605,1,0,75,,thermal insulation,expanded polystyrene,
ETOL_1970,AB_BF_concrete_b,base_floor,606,1,1,0.2,,air barrier,polyethylene plastic film,
ETOL_1970,AB_BF_concrete_b,base_floor,607,1,2,400,,french drain layer,gravel,
ETOL_1970,AB_BF_concrete_b,base_floor,608,1,3,0,,ground,none,
ETOL_1970,AB_BF_concrete_b,base_floor,609,1,-1,120,,load-bearing structure,reinforced concrete,
ETOL_1970,AB_BF_concrete_b,base_floor,610,1,-2,0,,interior finish,none,
ETOL_1970,AB_BF_concrete,base_floor,611,1,0,50,,thermal insulation,expanded polystyrene,
ETOL_1970,AB_BF_concrete,base_floor,612,1,1,400,,french drain layer,gravel,
ETOL_1970,AB_BF_concrete,base_floor,613,1,2,0,,ground,none,
ETOL_1970,AB_BF_concrete,base_floor,614,1,-1,0,,filter,paper,
ETOL_1970,AB_BF_concrete,base_floor,615,1,-2,80,,load-bearing structure,reinforced concrete,
ETOL_1970,AB_BF_concrete,base_floor,616,1,-3,0,,interior finish,none,
ETOL_1980,TH_R_timber,roof,617,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
ETOL_1980,TH_R_timber,roof,618,0.9166666666666666,0,200,,thermal insulation,mineral wool,
ETOL_1980,TH_R_timber,roof,619,1,1,50,,windproofing,mineral wool,
ETOL_1980,TH_R_timber,roof,620,1,2,100,,ventilation space,ventilation space,
ETOL_1980,TH_R_timber,roof,621,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
ETOL_1980,TH_R_timber,roof,622,0.9166666666666666,3,200,,ventilation space,ventilation space,
ETOL_1980,TH_R_timber,roof,623,1,4,20,,boarding,wood,
ETOL_1980,TH_R_timber,roof,624,1,5,0,,exterior finish,none,roofing
ETOL_1980,TH_R_timber,roof,625,1,-1,0,,air barrier,paper,
ETOL_1980,TH_R_timber,roof,626,0.25,-2,20,,furring,wood,20x100 k 400 estimated
ETOL_1980,TH_R_timber,roof,627,0.75,-2,20,,ventilation space,none,
ETOL_1980,TH_R_timber,roof,628,1,-3,0,,interior finish,none,
ETOL_1980,TH_PW_timber,partition_wall,629,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
ETOL_1980,TH_PW_timber,partition_wall,630,0.9166666666666666,0,70,70,soundproofing,mineral wool,
ETOL_1980,TH_PW_timber,partition_wall,631,1,1,25,,ventilation space,ventilation space,
ETOL_1980,TH_PW_timber,partition_wall,632,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
ETOL_1980,TH_PW_timber,partition_wall,633,0.9166666666666666,2,70,70,soundproofing,mineral wool,
ETOL_1980,TH_PW_timber,partition_wall,634,1,3,13,,construction board,plasterboard,
ETOL_1980,TH_PW_timber,partition_wall,635,1,4,10,,construction board,chipboard,
ETOL_1980,TH_PW_timber,partition_wall,636,1,5,0,,exterior finish,none,
ETOL_1980,TH_PW_timber,partition_wall,637,1,-1,13,,construction board,plasterboard,
ETOL_1980,TH_PW_timber,partition_wall,638,1,-2,10,,construction board,chipboard,
ETOL_1980,TH_PW_timber,partition_wall,639,1,-3,0,,interior finish,none,
ETOL_1980,TH_EW_timber,exterior_wall,640,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
ETOL_1980,TH_EW_timber,exterior_wall,641,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
ETOL_1980,TH_EW_timber,exterior_wall,642,1,1,12,,windproofing,wood fibre board,
ETOL_1980,TH_EW_timber,exterior_wall,643,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1980,TH_EW_timber,exterior_wall,644,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1980,TH_EW_timber,exterior_wall,645,1,3,20,,exterior finish,wood,20x100 boarding estimated
ETOL_1980,TH_EW_timber,exterior_wall,646,0.08333333333333333,-1,65,,furring,wood,50x65 k 600
ETOL_1980,TH_EW_timber,exterior_wall,647,0.9166666666666666,-1,65,,thermal insulation,mineral wool,
ETOL_1980,TH_EW_timber,exterior_wall,648,1,-2,0,,air barrier,polyethylene plastic film,
ETOL_1980,TH_EW_timber,exterior_wall,649,1,-3,12,,construction board,chipboard,
ETOL_1980,TH_EW_timber,exterior_wall,650,1,-4,0,,interior finish,none,
ETOL_1980,TH_BF_concrete,base_floor,651,1,0,100,,thermal insulation,expanded polystyrene,
ETOL_1980,TH_BF_concrete,base_floor,652,1,1,0.2,,filter,polyethylene plastic film,
ETOL_1980,TH_BF_concrete,base_floor,653,1,2,800,,french drain layer,gravel,
ETOL_1980,TH_BF_concrete,base_floor,654,1,3,0,,ground,none,
ETOL_1980,TH_BF_concrete,base_floor,655,1,-1,100,,load-bearing structure,reinforced concrete,
ETOL_1980,TH_BF_concrete,base_floor,656,1,-2,0,,interior finish,none,
ETOL_1980,DH_SF_timber,separating_floor,657,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1980,DH_SF_timber,separating_floor,658,0.16666666666666663,0,100,,soundproofing,mineral wool,
ETOL_1980,DH_SF_timber,separating_floor,659,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1980,DH_SF_timber,separating_floor,660,0.16666666666666663,1,100,,ventilation space,ventilation space,
ETOL_1980,DH_SF_timber,separating_floor,661,1,2,12,,construction board,plywood,
ETOL_1980,DH_SF_timber,separating_floor,662,1,3,0,,exterior finish,none,
ETOL_1980,DH_SF_timber,separating_floor,663,1,-1,12,,construction board,plywood,
ETOL_1980,DH_SF_timber,separating_floor,664,1,-2,0,,interior finish,none,
ETOL_1980,DH_R_timber,roof,665,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
ETOL_1980,DH_R_timber,roof,666,0.9166666666666666,0,200,,thermal insulation,mineral wool,
ETOL_1980,DH_R_timber,roof,667,1,1,100,,windproofing,mineral wool,
ETOL_1980,DH_R_timber,roof,668,1,2,100,,ventilation space,ventilation space,
ETOL_1980,DH_R_timber,roof,669,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
ETOL_1980,DH_R_timber,roof,670,0.9166666666666666,3,200,,ventilation space,ventilation space,
ETOL_1980,DH_R_timber,roof,671,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
ETOL_1980,DH_R_timber,roof,672,0.16666666666666663,4,20,,ventilation space,ventilation space,
ETOL_1980,DH_R_timber,roof,673,1,5,0,,exterior finish,none,roofing
ETOL_1980,DH_R_timber,roof,674,1,-1,0.2,,air barrier,polyethylene plastic film,
ETOL_1980,DH_R_timber,roof,675,0.25,-2,20,,furring,wood,20x100 k 400 estimated
ETOL_1980,DH_R_timber,roof,676,0.75,-2,20,,ventilation space,ventilation space,
ETOL_1980,DH_R_timber,roof,677,1,-3,0,,interior finish,none,
ETOL_1980,DH_PW_timber,partition_wall,678,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
ETOL_1980,DH_PW_timber,partition_wall,679,0.925,0,95,95,soundproofing,mineral wool,
ETOL_1980,DH_PW_timber,partition_wall,680,1,1,24,,construction board,plasterboard,double construction boards
ETOL_1980,DH_PW_timber,partition_wall,681,1,2,0,,exterior finish,none,
ETOL_1980,DH_PW_timber,partition_wall,682,1,-1,24,,construction board,plasterboard,double construction boards
ETOL_1980,DH_PW_timber,partition_wall,683,1,-2,0,,interior finish,none,
ETOL_1980,DH_EW_timber,exterior_wall,684,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 estimated
ETOL_1980,DH_EW_timber,exterior_wall,685,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
ETOL_1980,DH_EW_timber,exterior_wall,686,0.08333333333333333,1,50,,furring,wood,50x50 k 600 estimated
ETOL_1980,DH_EW_timber,exterior_wall,687,0.9166666666666666,1,50,,thermal insulation,mineral wool,
ETOL_1980,DH_EW_timber,exterior_wall,688,1,2,12,,windproofing,wood fibre board,
ETOL_1980,DH_EW_timber,exterior_wall,689,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
ETOL_1980,DH_EW_timber,exterior_wall,690,0.7916666666666666,3,19,,ventilation space,ventilation space,
ETOL_1980,DH_EW_timber,exterior_wall,691,1,4,19,,exterior finish,wood,19x100 boarding
ETOL_1980,DH_EW_timber,exterior_wall,692,1,-1,0.2,,air barrier,polyethylene plastic film,
ETOL_1980,DH_EW_timber,exterior_wall,693,1,-2,13,,construction board,chipboard,
ETOL_1980,DH_EW_timber,exterior_wall,694,1,-3,0,,interior finish,none,
ETOL_1980,DH_BF_concrete,base_floor,695,1,0,100,,thermal insulation,expanded polystyrene,
ETOL_1980,DH_BF_concrete,base_floor,696,1,1,0.2,,filter,polyethylene plastic film,
ETOL_1980,DH_BF_concrete,base_floor,697,1,2,800,,french drain layer,gravel,
ETOL_1980,DH_BF_concrete,base_floor,698,1,3,0,,ground,none,
ETOL_1980,DH_BF_concrete,base_floor,699,1,-1,50,,load-bearing structure,reinforced concrete,
ETOL_1980,DH_BF_concrete,base_floor,700,1,-2,0,,interior finish,none,
ETOL_1980,AB_SF_concrete_b,separating_floor,701,1,0,265,,load-bearing structure,hollow-core concrete,
ETOL_1980,AB_SF_concrete_b,separating_floor,702,1,1,0,,exterior finish,none,
ETOL_1980,AB_SF_concrete_b,separating_floor,703,1,-1,0,,interior finish,none,
ETOL_1980,AB_SF_concrete,separating_floor,704,1,0,190,,load-bearing structure,reinforced concrete,
ETOL_1980,AB_SF_concrete,separating_floor,705,1,1,0,,exterior finish,none,
ETOL_1980,AB_SF_concrete,separating_floor,706,1,-1,0,,interior finish,none,
ETOL_1980,AB_R_concrete_b,roof,707,1,0,200,,thermal insulation,mineral wool,
ETOL_1980,AB_R_concrete_b,roof,708,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
ETOL_1980,AB_R_concrete_b,roof,709,0.875,1,200,,ventilation space,ventilation space,
ETOL_1980,AB_R_concrete_b,roof,710,1,2,22,,boarding,wood,
ETOL_1980,AB_R_concrete_b,roof,711,1,3,0,,exterior finish,none,
ETOL_1980,AB_R_concrete_b,roof,712,1,-1,265,,load-bearing structure,hollow-core concrete,
ETOL_1980,AB_R_concrete_b,roof,713,1,-2,0,,interior finish,none,
ETOL_1980,AB_R_concrete,roof,714,1,0,200,,thermal insulation,mineral wool,
ETOL_1980,AB_R_concrete,roof,715,1,1,100,,ventilation space,ventilation space,
ETOL_1980,AB_R_concrete,roof,716,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
ETOL_1980,AB_R_concrete,roof,717,0.875,2,200,,ventilation space,ventilation space,
ETOL_1980,AB_R_concrete,roof,718,1,3,0.2,,air barrier,polyethylene plastic film,
ETOL_1980,AB_R_concrete,roof,719,0.25,4,22,,furring,wood,22x100 k 400 estimated
ETOL_1980,AB_R_concrete,roof,720,0.75,4,22,,ventilation space,ventilation space,
ETOL_1980,AB_R_concrete,roof,721,1,5,0,,exterior finish,none,
ETOL_1980,AB_R_concrete,roof,722,1,-1,190,,load-bearing structure,reinforced concrete,
ETOL_1980,AB_R_concrete,roof,723,1,-2,0,,interior finish,none,
ETOL_1980,AB_PW_concrete,partition_wall,724,1,0,70,160,load-bearing structure,reinforced concrete,
ETOL_1980,AB_PW_concrete,partition_wall,725,1,1,0,,exterior finish,none,
ETOL_1980,AB_PW_concrete,partition_wall,726,1,-1,0,,interior finish,none,
ETOL_1980,AB_EW_concrete,exterior_wall,727,1,0,120,,thermal insulation,mineral wool,
ETOL_1980,AB_EW_concrete,exterior_wall,728,1,1,60,,exterior finish,reinforced concrete,
ETOL_1980,AB_EW_concrete,exterior_wall,729,1,-1,70,160,load-bearing structure,reinforced concrete,
ETOL_1980,AB_EW_concrete,exterior_wall,730,1,-2,0,,interior finish,none,
ETOL_1980,AB_BF_concrete_b,base_floor,731,1,0,75,,thermal insulation,expanded polystyrene,
ETOL_1980,AB_BF_concrete_b,base_floor,732,1,1,0.2,,air barrier,polyethylene plastic film,
ETOL_1980,AB_BF_concrete_b,base_floor,733,1,2,400,,french drain layer,gravel,
ETOL_1980,AB_BF_concrete_b,base_floor,734,1,3,0,,ground,none,
ETOL_1980,AB_BF_concrete_b,base_floor,735,1,-1,120,,load-bearing structure,reinforced concrete,
ETOL_1980,AB_BF_concrete_b,base_floor,736,1,-2,0,,interior finish,none,
ETOL_1980,AB_BF_concrete,base_floor,737,1,0,50,,thermal insulation,expanded polystyrene,
ETOL_1980,AB_BF_concrete,base_floor,738,1,1,400,,french drain layer,gravel,
ETOL_1980,AB_BF_concrete,base_floor,739,1,2,0,,ground,none,
ETOL_1980,AB_BF_concrete,base_floor,740,1,-1,0.2,,filter,polyethylene plastic film,
ETOL_1980,AB_BF_concrete,base_floor,741,1,-2,70,,load-bearing structure,reinforced concrete,
ETOL_1980,AB_BF_concrete,base_floor,742,1,-3,0,,interior finish,none,
Default_1985,TH_R_timber,roof,743,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_1985,TH_R_timber,roof,744,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_1985,TH_R_timber,roof,745,1,1,50,,windproofing,mineral wool,
Default_1985,TH_R_timber,roof,746,1,2,100,,ventilation space,ventilation space,
Default_1985,TH_R_timber,roof,747,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_1985,TH_R_timber,roof,748,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_1985,TH_R_timber,roof,749,1,4,20,,boarding,wood,
Default_1985,TH_R_timber,roof,750,1,5,0,,exterior finish,none,roofing
Default_1985,TH_R_timber,roof,751,1,-1,0,,air barrier,paper,
Default_1985,TH_R_timber,roof,752,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_1985,TH_R_timber,roof,753,0.75,-2,20,,ventilation space,none,
Default_1985,TH_R_timber,roof,754,1,-3,0,,interior finish,none,
Default_1985,TH_PW_timber,partition_wall,755,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_1985,TH_PW_timber,partition_wall,756,0.9166666666666666,0,70,70,soundproofing,mineral wool,
Default_1985,TH_PW_timber,partition_wall,757,1,1,25,,ventilation space,ventilation space,
Default_1985,TH_PW_timber,partition_wall,758,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_1985,TH_PW_timber,partition_wall,759,0.9166666666666666,2,70,70,soundproofing,mineral wool,
Default_1985,TH_PW_timber,partition_wall,760,1,3,13,,construction board,plasterboard,
Default_1985,TH_PW_timber,partition_wall,761,1,4,10,,construction board,chipboard,
Default_1985,TH_PW_timber,partition_wall,762,1,5,0,,exterior finish,none,
Default_1985,TH_PW_timber,partition_wall,763,1,-1,13,,construction board,plasterboard,
Default_1985,TH_PW_timber,partition_wall,764,1,-2,10,,construction board,chipboard,
Default_1985,TH_PW_timber,partition_wall,765,1,-3,0,,interior finish,none,
Default_1985,TH_EW_timber,exterior_wall,766,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
Default_1985,TH_EW_timber,exterior_wall,767,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
Default_1985,TH_EW_timber,exterior_wall,768,1,1,12,,windproofing,wood fibre board,
Default_1985,TH_EW_timber,exterior_wall,769,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
Default_1985,TH_EW_timber,exterior_wall,770,0.9583333333333334,2,25,,ventilation space,ventilation space,
Default_1985,TH_EW_timber,exterior_wall,771,1,3,20,,exterior finish,wood,20x100 boarding estimated
Default_1985,TH_EW_timber,exterior_wall,772,0.08333333333333333,-1,65,,furring,wood,50x65 k 600
Default_1985,TH_EW_timber,exterior_wall,773,0.9166666666666666,-1,65,,thermal insulation,mineral wool,
Default_1985,TH_EW_timber,exterior_wall,774,1,-2,0,,air barrier,polyethylene plastic film,
Default_1985,TH_EW_timber,exterior_wall,775,1,-3,12,,construction board,chipboard,
Default_1985,TH_EW_timber,exterior_wall,776,1,-4,0,,interior finish,none,
Default_1985,TH_BF_concrete,base_floor,777,1,0,100,,thermal insulation,expanded polystyrene,
Default_1985,TH_BF_concrete,base_floor,778,1,1,0.2,,filter,polyethylene plastic film,
Default_1985,TH_BF_concrete,base_floor,779,1,2,800,,french drain layer,gravel,
Default_1985,TH_BF_concrete,base_floor,780,1,3,0,,ground,none,
Default_1985,TH_BF_concrete,base_floor,781,1,-1,100,,load-bearing structure,reinforced concrete,
Default_1985,TH_BF_concrete,base_floor,782,1,-2,0,,interior finish,none,
Default_1985,DH_SF_timber,separating_floor,783,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_1985,DH_SF_timber,separating_floor,784,0.16666666666666663,0,100,,soundproofing,mineral wool,
Default_1985,DH_SF_timber,separating_floor,785,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_1985,DH_SF_timber,separating_floor,786,0.16666666666666663,1,100,,ventilation space,ventilation space,
Default_1985,DH_SF_timber,separating_floor,787,1,2,12,,construction board,plywood,
Default_1985,DH_SF_timber,separating_floor,788,1,3,0,,exterior finish,none,
Default_1985,DH_SF_timber,separating_floor,789,1,-1,12,,construction board,plywood,
Default_1985,DH_SF_timber,separating_floor,790,1,-2,0,,interior finish,none,
Default_1985,DH_R_timber,roof,791,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_1985,DH_R_timber,roof,792,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_1985,DH_R_timber,roof,793,1,1,100,,windproofing,mineral wool,
Default_1985,DH_R_timber,roof,794,1,2,100,,ventilation space,ventilation space,
Default_1985,DH_R_timber,roof,795,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_1985,DH_R_timber,roof,796,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_1985,DH_R_timber,roof,797,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
Default_1985,DH_R_timber,roof,798,0.16666666666666663,4,20,,ventilation space,ventilation space,
Default_1985,DH_R_timber,roof,799,1,5,0,,exterior finish,none,roofing
Default_1985,DH_R_timber,roof,800,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_1985,DH_R_timber,roof,801,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_1985,DH_R_timber,roof,802,0.75,-2,20,,ventilation space,ventilation space,
Default_1985,DH_R_timber,roof,803,1,-3,0,,interior finish,none,
Default_1985,DH_PW_timber,partition_wall,804,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
Default_1985,DH_PW_timber,partition_wall,805,0.925,0,95,95,soundproofing,mineral wool,
Default_1985,DH_PW_timber,partition_wall,806,1,1,24,,construction board,plasterboard,double construction boards
Default_1985,DH_PW_timber,partition_wall,807,1,2,0,,exterior finish,none,
Default_1985,DH_PW_timber,partition_wall,808,1,-1,24,,construction board,plasterboard,double construction boards
Default_1985,DH_PW_timber,partition_wall,809,1,-2,0,,interior finish,none,
Default_1985,DH_EW_timber,exterior_wall,810,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 estimated
Default_1985,DH_EW_timber,exterior_wall,811,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
Default_1985,DH_EW_timber,exterior_wall,812,0.08333333333333333,1,50,,furring,wood,50x50 k 600 estimated
Default_1985,DH_EW_timber,exterior_wall,813,0.9166666666666666,1,50,,thermal insulation,mineral wool,
Default_1985,DH_EW_timber,exterior_wall,814,1,2,12,,windproofing,wood fibre board,
Default_1985,DH_EW_timber,exterior_wall,815,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
Default_1985,DH_EW_timber,exterior_wall,816,0.7916666666666666,3,19,,ventilation space,ventilation space,
Default_1985,DH_EW_timber,exterior_wall,817,1,4,19,,exterior finish,wood,19x100 boarding
Default_1985,DH_EW_timber,exterior_wall,818,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_1985,DH_EW_timber,exterior_wall,819,1,-2,13,,construction board,chipboard,
Default_1985,DH_EW_timber,exterior_wall,820,1,-3,0,,interior finish,none,
Default_1985,DH_BF_concrete,base_floor,821,1,0,100,,thermal insulation,expanded polystyrene,
Default_1985,DH_BF_concrete,base_floor,822,1,1,0.2,,filter,polyethylene plastic film,
Default_1985,DH_BF_concrete,base_floor,823,1,2,800,,french drain layer,gravel,
Default_1985,DH_BF_concrete,base_floor,824,1,3,0,,ground,none,
Default_1985,DH_BF_concrete,base_floor,825,1,-1,50,,load-bearing structure,reinforced concrete,
Default_1985,DH_BF_concrete,base_floor,826,1,-2,0,,interior finish,none,
Default_1985,AB_SF_concrete_b,separating_floor,827,1,0,265,,load-bearing structure,hollow-core concrete,
Default_1985,AB_SF_concrete_b,separating_floor,828,1,1,0,,exterior finish,none,
Default_1985,AB_SF_concrete_b,separating_floor,829,1,-1,0,,interior finish,none,
Default_1985,AB_SF_concrete,separating_floor,830,1,0,190,,load-bearing structure,reinforced concrete,
Default_1985,AB_SF_concrete,separating_floor,831,1,1,0,,exterior finish,none,
Default_1985,AB_SF_concrete,separating_floor,832,1,-1,0,,interior finish,none,
Default_1985,AB_R_concrete_b,roof,833,1,0,200,,thermal insulation,mineral wool,
Default_1985,AB_R_concrete_b,roof,834,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
Default_1985,AB_R_concrete_b,roof,835,0.875,1,200,,ventilation space,ventilation space,
Default_1985,AB_R_concrete_b,roof,836,1,2,22,,boarding,wood,
Default_1985,AB_R_concrete_b,roof,837,1,3,0,,exterior finish,none,
Default_1985,AB_R_concrete_b,roof,838,1,-1,265,,load-bearing structure,hollow-core concrete,
Default_1985,AB_R_concrete_b,roof,839,1,-2,0,,interior finish,none,
Default_1985,AB_R_concrete,roof,840,1,0,200,,thermal insulation,mineral wool,
Default_1985,AB_R_concrete,roof,841,1,1,100,,ventilation space,ventilation space,
Default_1985,AB_R_concrete,roof,842,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
Default_1985,AB_R_concrete,roof,843,0.875,2,200,,ventilation space,ventilation space,
Default_1985,AB_R_concrete,roof,844,1,3,0.2,,air barrier,polyethylene plastic film,
Default_1985,AB_R_concrete,roof,845,0.25,4,22,,furring,wood,22x100 k 400 estimated
Default_1985,AB_R_concrete,roof,846,0.75,4,22,,ventilation space,ventilation space,
Default_1985,AB_R_concrete,roof,847,1,5,0,,exterior finish,none,
Default_1985,AB_R_concrete,roof,848,1,-1,190,,load-bearing structure,reinforced concrete,
Default_1985,AB_R_concrete,roof,849,1,-2,0,,interior finish,none,
Default_1985,AB_PW_concrete,partition_wall,850,1,0,70,160,load-bearing structure,reinforced concrete,
Default_1985,AB_PW_concrete,partition_wall,851,1,1,0,,exterior finish,none,
Default_1985,AB_PW_concrete,partition_wall,852,1,-1,0,,interior finish,none,
Default_1985,AB_EW_concrete,exterior_wall,853,1,0,120,,thermal insulation,mineral wool,
Default_1985,AB_EW_concrete,exterior_wall,854,1,1,60,,exterior finish,reinforced concrete,
Default_1985,AB_EW_concrete,exterior_wall,855,1,-1,70,160,load-bearing structure,reinforced concrete,
Default_1985,AB_EW_concrete,exterior_wall,856,1,-2,0,,interior finish,none,
Default_1985,AB_BF_concrete_b,base_floor,857,1,0,75,,thermal insulation,expanded polystyrene,
Default_1985,AB_BF_concrete_b,base_floor,858,1,1,0.2,,air barrier,polyethylene plastic film,
Default_1985,AB_BF_concrete_b,base_floor,859,1,2,400,,french drain layer,gravel,
Default_1985,AB_BF_concrete_b,base_floor,860,1,3,0,,ground,none,
Default_1985,AB_BF_concrete_b,base_floor,861,1,-1,120,,load-bearing structure,reinforced concrete,
Default_1985,AB_BF_concrete_b,base_floor,862,1,-2,0,,interior finish,none,
Default_1985,AB_BF_concrete,base_floor,863,1,0,50,,thermal insulation,expanded polystyrene,
Default_1985,AB_BF_concrete,base_floor,864,1,1,400,,french drain layer,gravel,
Default_1985,AB_BF_concrete,base_floor,865,1,2,0,,ground,none,
Default_1985,AB_BF_concrete,base_floor,866,1,-1,0.2,,filter,polyethylene plastic film,
Default_1985,AB_BF_concrete,base_floor,867,1,-2,70,,load-bearing structure,reinforced concrete,
Default_1985,AB_BF_concrete,base_floor,868,1,-3,0,,interior finish,none,
Default_2003,TH_R_timber,roof,869,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2003,TH_R_timber,roof,870,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2003,TH_R_timber,roof,871,1,1,50,,windproofing,mineral wool,
Default_2003,TH_R_timber,roof,872,1,2,100,,ventilation space,ventilation space,
Default_2003,TH_R_timber,roof,873,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2003,TH_R_timber,roof,874,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2003,TH_R_timber,roof,875,1,4,20,,boarding,wood,
